system:index,class,random,.geo
1_2_101,2,0.2739578872644699,"{""type"":""Point"",""coordinates"":[-89.05571353264108,43.88883887644612]}"
1_2_102,2,0.6146540389378156,"{""type"":""Point"",""coordinates"":[-88.74790179244427,42.96414357278482]}"
1_2_103,2,0.3830515348107789,"{""type"":""Point"",""coordinates"":[-89.10770403853802,42.57999802430503]}"
1_2_105,2,0.5303486669873388,"{""type"":""Point"",""coordinates"":[-88.58458758447443,41.71005017817401]}"
1_2_106,2,0.5375068042241753,"{""type"":""Point"",""coordinates"":[-87.60789603423174,41.08561462820797]}"
1_2_107,2,0.05522233268261456,"{""type"":""Point"",""coordinates"":[-88.54735807602098,40.383035061121504]}"
1_2_108,2,0.23182371511656774,"{""type"":""Point"",""coordinates"":[-86.54190961056588,40.29874380561774]}"
1_2_109,2,0.06811523956496845,"{""type"":""Point"",""coordinates"":[-85.12335984836726,40.38875886522576]}"
1_2_110,2,0.534196484176758,"{""type"":""Point"",""coordinates"":[-82.38675534053708,40.407379909102346]}"
1_2_111,2,0.30296075142297396,"{""type"":""Point"",""coordinates"":[-81.6887141086866,40.388590427854886]}"
1_2_112,2,0.3210246612198049,"{""type"":""Point"",""coordinates"":[-80.7916266162095,43.50120914430269]}"
1_2_114,2,0.6123344774731745,"{""type"":""Point"",""coordinates"":[-80.96269900243695,43.94004908246953]}"
1_2_115,2,0.14953895984067722,"{""type"":""Point"",""coordinates"":[-85.51487589600738,44.47602977177191]}"
1_2_116,2,0.4895677238043906,"{""type"":""Point"",""coordinates"":[-85.09430772299318,43.77972628867784]}"
1_2_117,2,0.4410418658009525,"{""type"":""Point"",""coordinates"":[-95.14857628781913,46.01945506683856]}"
1_2_118,2,0.6795682961624961,"{""type"":""Point"",""coordinates"":[-90.75268343610858,45.67810745970018]}"
1_2_119,2,0.040851751304007644,"{""type"":""Point"",""coordinates"":[-89.38327921254492,45.191429422803076]}"
1_2_120,2,0.563676487230455,"{""type"":""Point"",""coordinates"":[-89.47876785302252,44.80882736891453]}"
1_2_123,2,0.5786999224365192,"{""type"":""Point"",""coordinates"":[-89.68092145359776,43.9451222381125]}"
1_2_124,2,0.384047802014145,"{""type"":""Point"",""coordinates"":[-90.94092791708579,44.049260960800105]}"
1_2_125,2,0.2856707873601073,"{""type"":""Point"",""coordinates"":[-96.04190157339286,43.7836766307008]}"
1_2_126,2,0.32224267310826726,"{""type"":""Point"",""coordinates"":[-98.08531960573889,43.42691477374344]}"
1_2_127,2,0.7599423726186229,"{""type"":""Point"",""coordinates"":[-95.76833792784112,32.646413785019156]}"
1_2_128,2,0.507909203537938,"{""type"":""Point"",""coordinates"":[-95.08536935564136,32.64072704866386]}"
1_2_130,2,0.3919407440508391,"{""type"":""Point"",""coordinates"":[-94.25164626111005,32.902145909935165]}"
1_2_131,2,0.5287997285994198,"{""type"":""Point"",""coordinates"":[-92.84964445490635,33.04038881188418]}"
1_2_132,2,0.2628779151263957,"{""type"":""Point"",""coordinates"":[-92.32159192490762,33.387894845170095]}"
1_2_133,2,0.6311748607476608,"{""type"":""Point"",""coordinates"":[-84.35667994705402,36.664401213555095]}"
1_2_134,2,0.615983561916347,"{""type"":""Point"",""coordinates"":[-83.09129737323819,36.72299373998992]}"
1_2_135,2,0.054421849552107826,"{""type"":""Point"",""coordinates"":[-82.30102163557459,36.139370079488316]}"
1_2_136,2,0.2877681867435329,"{""type"":""Point"",""coordinates"":[-85.00788717697736,37.53408885592171]}"
1_2_137,2,0.2923008124202421,"{""type"":""Point"",""coordinates"":[-83.15161816079784,37.607418338507195]}"
1_2_138,2,0.09041228783898403,"{""type"":""Point"",""coordinates"":[-81.06355277594533,38.40496426782551]}"
1_2_141,2,0.742577974310189,"{""type"":""Point"",""coordinates"":[-90.87669518948829,44.77818098227899]}"
1_2_142,2,0.293928989142325,"{""type"":""Point"",""coordinates"":[-90.55474116848066,45.35753061785485]}"
1_2_143,2,0.23862837774780465,"{""type"":""Point"",""coordinates"":[-90.28034325371856,43.093948904386615]}"
1_2_144,2,0.24031497096062793,"{""type"":""Point"",""coordinates"":[-90.58853340519998,43.51685330402585]}"
1_2_145,2,0.42838644256770875,"{""type"":""Point"",""coordinates"":[-89.74203948538256,42.49024597731097]}"
1_2_146,2,0.06933465745790479,"{""type"":""Point"",""coordinates"":[-90.2740468099559,41.086427940384894]}"
1_2_147,2,0.5515673347213473,"{""type"":""Point"",""coordinates"":[-90.70670900889837,40.34941473672522]}"
1_2_148,2,0.5011910789575006,"{""type"":""Point"",""coordinates"":[-86.29445346539285,38.61152218965088]}"
1_2_150,2,0.6172898014461592,"{""type"":""Point"",""coordinates"":[-84.2263263420134,34.59589562116992]}"
1_2_153,2,0.6880869887879398,"{""type"":""Point"",""coordinates"":[-82.75035573778092,32.21463653161442]}"
1_2_154,2,0.7961177692786852,"{""type"":""Point"",""coordinates"":[-95.05760901232426,38.16154167148301]}"
1_2_155,2,0.012868868446138881,"{""type"":""Point"",""coordinates"":[-98.5434942477826,39.22636440218331]}"
1_2_156,2,0.3426604226668658,"{""type"":""Point"",""coordinates"":[-98.70369142264212,37.03225782082955]}"
1_2_158,2,0.46606027841666897,"{""type"":""Point"",""coordinates"":[-93.67465179165914,35.86455027499317]}"
1_2_159,2,0.13028218419580062,"{""type"":""Point"",""coordinates"":[-95.29942589992999,36.919954803577944]}"
1_2_161,2,0.2667677741070915,"{""type"":""Point"",""coordinates"":[-91.05277466461303,38.33150390794721]}"
1_2_162,2,0.4783597604567189,"{""type"":""Point"",""coordinates"":[-80.57605569917818,40.002235712911215]}"
1_2_163,2,0.6761333955466922,"{""type"":""Point"",""coordinates"":[-82.01602672756411,39.745620103817586]}"
1_2_164,2,0.15946318171769103,"{""type"":""Point"",""coordinates"":[-80.94772313331772,40.26215003828298]}"
1_2_166,2,0.027141421798267285,"{""type"":""Point"",""coordinates"":[-92.4868163557857,42.024609442954564]}"
1_2_168,2,0.40087157645390736,"{""type"":""Point"",""coordinates"":[-88.53375083323768,32.048981563341734]}"
1_2_169,2,0.046523714574526864,"{""type"":""Point"",""coordinates"":[-93.4212781870633,40.365235943392385]}"
1_2_170,2,0.6095800209974297,"{""type"":""Point"",""coordinates"":[-94.57247661575659,37.31316016594717]}"
1_2_171,2,0.3073596246372453,"{""type"":""Point"",""coordinates"":[-88.22130062301254,38.574645600038515]}"
1_2_172,2,0.7261040045308768,"{""type"":""Point"",""coordinates"":[-83.38883683454891,35.248368816454935]}"
1_2_173,2,0.5907554574329048,"{""type"":""Point"",""coordinates"":[-82.8395204282989,35.85616857459259]}"
1_2_174,2,0.763353627611184,"{""type"":""Point"",""coordinates"":[-84.02737858266381,42.418579016688405]}"
1_2_175,2,5.983065763178752E-4,"{""type"":""Point"",""coordinates"":[-84.01364567250756,42.38765007343731]}"
1_2_176,2,0.3913012264876512,"{""type"":""Point"",""coordinates"":[-82.02118082985407,31.315655079766263]}"
2_1,0,0.5663827758957807,"{""type"":""Point"",""coordinates"":[-83.43686602788739,43.11928143709149]}"
2_2,0,0.36686159085215153,"{""type"":""Point"",""coordinates"":[-83.63657909169945,43.09297393202805]}"
2_3,0,0.4874332665465464,"{""type"":""Point"",""coordinates"":[-84.04080308684195,43.35169566204979]}"
2_5,0,0.02719384567817207,"{""type"":""Point"",""coordinates"":[-83.85430164555461,43.64552181036809]}"
2_6,0,0.5685555468664727,"{""type"":""Point"",""coordinates"":[-83.68933506230266,43.59146257165048]}"
2_8,0,0.5502239248984633,"{""type"":""Point"",""coordinates"":[-83.52468674539884,43.71766055133982]}"
2_9,0,0.43765610342184824,"{""type"":""Point"",""coordinates"":[-83.56605713724454,43.680304152910296]}"
2_10,0,0.19840240456565972,"{""type"":""Point"",""coordinates"":[-83.43216126322112,43.78350495792329]}"
2_11,0,0.5141916666201983,"{""type"":""Point"",""coordinates"":[-83.93203154997835,43.78734711095947]}"
2_12,0,0.4560621076464344,"{""type"":""Point"",""coordinates"":[-83.37675080067446,43.91189991373483]}"
2_13,0,0.04202785695350009,"{""type"":""Point"",""coordinates"":[-84.22729511547358,43.58118605336013]}"
2_15,0,0.44722118004985567,"{""type"":""Point"",""coordinates"":[-83.9180569487975,43.53042598098624]}"
2_16,0,0.31195591618774177,"{""type"":""Point"",""coordinates"":[-84.93283052857753,43.26432720467914]}"
2_17,0,0.3369947961299993,"{""type"":""Point"",""coordinates"":[-84.93677874024745,43.255888866928856]}"
2_19,0,0.30606671511038397,"{""type"":""Point"",""coordinates"":[-84.68450945641004,43.14357235554132]}"
2_20,0,0.6955182635649266,"{""type"":""Point"",""coordinates"":[-84.27984802218978,43.089565273109855]}"
2_21,0,0.07297248570194093,"{""type"":""Point"",""coordinates"":[-83.74184052470387,42.819201118002574]}"
2_22,0,0.3458608597822167,"{""type"":""Point"",""coordinates"":[-83.7212411594695,42.85595707008462]}"
2_23,0,0.21596312015475116,"{""type"":""Point"",""coordinates"":[-82.52479846336843,43.2732720580616]}"
2_25,0,0.5216579109019753,"{""type"":""Point"",""coordinates"":[-82.55289920627258,43.45948661365925]}"
2_26,0,0.09570892403842524,"{""type"":""Point"",""coordinates"":[-82.56431468783998,43.49031781428424]}"
2_27,0,0.30092443510373235,"{""type"":""Point"",""coordinates"":[-82.60443285459249,43.67268180917423]}"
2_28,0,0.7863333196944464,"{""type"":""Point"",""coordinates"":[-82.59867375787174,43.60988826875875]}"
2_29,0,0.5213022196678273,"{""type"":""Point"",""coordinates"":[-82.72833035529214,43.97169846018803]}"
2_30,0,0.47372961762770494,"{""type"":""Point"",""coordinates"":[-82.78738186896402,44.01393470848017]}"
2_31,0,0.3011686384323836,"{""type"":""Point"",""coordinates"":[-82.89449856818277,44.052933295080415]}"
2_32,0,0.3481420362654887,"{""type"":""Point"",""coordinates"":[-83.08770987358888,44.00196917603422]}"
2_33,0,0.624480631847776,"{""type"":""Point"",""coordinates"":[-83.20459078281965,43.98110471795773]}"
2_35,0,0.16021714597867298,"{""type"":""Point"",""coordinates"":[-83.33051383417543,43.88842618941791]}"
2_36,0,0.545320272841068,"{""type"":""Point"",""coordinates"":[-83.3785419586059,43.85140196692612]}"
2_37,0,0.04530169960862995,"{""type"":""Point"",""coordinates"":[-83.61070628862885,43.63885778670762]}"
2_38,0,0.23902475292180458,"{""type"":""Point"",""coordinates"":[-83.9478090922308,43.73152581586201]}"
2_39,0,0.3070650735657111,"{""type"":""Point"",""coordinates"":[-83.91420573183322,43.901339386812744]}"
2_40,0,0.7618042800880043,"{""type"":""Point"",""coordinates"":[-83.77745328935463,43.98481169257199]}"
2_41,0,0.6933526377094386,"{""type"":""Point"",""coordinates"":[-82.4769783614707,42.74752785587185]}"
2_42,0,0.4114824821364236,"{""type"":""Point"",""coordinates"":[-82.47982243170426,42.82759798952677]}"
2_43,0,0.29699566047053994,"{""type"":""Point"",""coordinates"":[-82.64465622739411,42.63202005092574]}"
2_45,0,0.6724682518459002,"{""type"":""Point"",""coordinates"":[-82.57274500861826,42.531124339656756]}"
2_46,0,0.2435425907823019,"{""type"":""Point"",""coordinates"":[-82.45929248868647,42.497369491696325]}"
2_47,0,0.13866210449797767,"{""type"":""Point"",""coordinates"":[-82.57399684002151,42.615410221326464]}"
2_48,0,0.05719766448246577,"{""type"":""Point"",""coordinates"":[-84.29972678661767,42.2057853306755]}"
2_49,0,0.6681066606565189,"{""type"":""Point"",""coordinates"":[-84.24226496259296,42.19305167667476]}"
2_50,0,0.4704380441169512,"{""type"":""Point"",""coordinates"":[-84.35067905799856,42.18936494981904]}"
2_51,0,0.7581385688598259,"{""type"":""Point"",""coordinates"":[-83.60332164297719,42.225945412424416]}"
2_52,0,0.7113213179115077,"{""type"":""Point"",""coordinates"":[-83.5835805846276,42.215966072102056]}"
2_53,0,0.016381884117774748,"{""type"":""Point"",""coordinates"":[-83.56581363211295,42.20655735173095]}"
2_54,0,0.6711550989016205,"{""type"":""Point"",""coordinates"":[-83.53894862661977,42.209863278051685]}"
2_55,0,0.4611779131325935,"{""type"":""Point"",""coordinates"":[-83.49809321890493,42.21444042887206]}"
2_56,0,0.04045831441815306,"{""type"":""Point"",""coordinates"":[-83.45920515059434,42.21418615141725]}"
2_57,0,0.5517682816009686,"{""type"":""Point"",""coordinates"":[-83.11537625720179,42.197922480847275]}"
2_58,0,0.14205051200518104,"{""type"":""Point"",""coordinates"":[-83.14885022570763,42.1794798913879]}"
2_59,0,0.27330564357202025,"{""type"":""Point"",""coordinates"":[-83.13228490283166,42.1290667799764]}"
2_60,0,0.1991102804300875,"{""type"":""Point"",""coordinates"":[-83.16762340245288,42.09165204955528]}"
2_61,0,0.14161206868550802,"{""type"":""Point"",""coordinates"":[-83.17458555386517,42.13444031762403]}"
2_62,0,0.03908626329831655,"{""type"":""Point"",""coordinates"":[-83.13769130650452,42.22377931510926]}"
2_63,0,0.38584654667043194,"{""type"":""Point"",""coordinates"":[-83.11383037510804,42.241960072108725]}"
2_66,0,0.23040659115428097,"{""type"":""Point"",""coordinates"":[-83.74972830678404,42.43255951625596]}"
2_67,0,0.054419940690555,"{""type"":""Point"",""coordinates"":[-83.9179564561981,42.41760731466941]}"
2_68,0,0.5848798304162289,"{""type"":""Point"",""coordinates"":[-82.49008861800743,43.1177100854577]}"
2_70,0,0.3694198398443803,"{""type"":""Point"",""coordinates"":[-82.44540866095606,43.05445475288261]}"
2_71,0,0.5477317390867368,"{""type"":""Point"",""coordinates"":[-82.41828616339747,43.004762829063644]}"
2_72,0,0.7592089792964266,"{""type"":""Point"",""coordinates"":[-82.3007297683361,43.0260465229637]}"
2_73,0,0.7440354535959265,"{""type"":""Point"",""coordinates"":[-82.35325814968375,43.01851654421922]}"
2_75,0,0.723448206337128,"{""type"":""Point"",""coordinates"":[-83.33836602142671,42.623630051306876]}"
2_76,0,0.4873528251461189,"{""type"":""Point"",""coordinates"":[-83.43415306976655,42.60695469966321]}"
2_78,0,0.0879100294987909,"{""type"":""Point"",""coordinates"":[-83.38185777866198,42.602016518074166]}"
2_80,0,0.22139072270908677,"{""type"":""Point"",""coordinates"":[-84.32587293539657,42.12257861636879]}"
2_81,0,0.027883294060164987,"{""type"":""Point"",""coordinates"":[-84.15352491293564,42.075706343168896]}"
2_82,0,0.18653286929411272,"{""type"":""Point"",""coordinates"":[-86.24119631312274,43.185029190002595]}"
2_83,0,0.5026024960427381,"{""type"":""Point"",""coordinates"":[-86.2830816890993,43.13494207642416]}"
2_86,0,0.26745842772607753,"{""type"":""Point"",""coordinates"":[-86.43894417551876,43.396571069169305]}"
2_87,0,0.2388294515586311,"{""type"":""Point"",""coordinates"":[-86.42142960419733,43.37114324060857]}"
2_89,0,0.6803856763761597,"{""type"":""Point"",""coordinates"":[-86.2573417119375,43.25576274539547]}"
2_90,0,0.3645550221169439,"{""type"":""Point"",""coordinates"":[-86.226782675227,42.98144015076391]}"
2_91,0,0.27730595101695854,"{""type"":""Point"",""coordinates"":[-86.22506606145748,42.959584808247996]}"
2_92,0,0.7334954162741598,"{""type"":""Point"",""coordinates"":[-86.26793107921144,42.208832599561184]}"
2_95,0,0.022089170498143185,"{""type"":""Point"",""coordinates"":[-85.02421159197421,41.69072582730702]}"
2_96,0,0.3243046845526454,"{""type"":""Point"",""coordinates"":[-84.97766533178144,41.8131811022839]}"
2_97,0,0.7568282017520945,"{""type"":""Point"",""coordinates"":[-86.47669161903791,41.41463321862365]}"
2_98,0,0.2341352072344105,"{""type"":""Point"",""coordinates"":[-86.58199377768867,41.23104970696177]}"
2_99,0,0.3969506521910259,"{""type"":""Point"",""coordinates"":[-86.42063208335273,41.21297330885301]}"
2_100,0,0.42058118727117966,"{""type"":""Point"",""coordinates"":[-86.74731667748681,41.62405144114476]}"
2_101,0,0.46510959169351473,"{""type"":""Point"",""coordinates"":[-86.72916694840373,41.80553145651581]}"
2_102,0,0.2099968230988042,"{""type"":""Point"",""coordinates"":[-86.54660639740821,41.71693401280831]}"
2_103,0,0.07983272827398502,"{""type"":""Point"",""coordinates"":[-83.01941715369695,41.441389849036845]}"
2_104,0,0.5457806778455391,"{""type"":""Point"",""coordinates"":[-82.80724369178289,41.461975872118764]}"
2_105,0,0.1616312600673484,"{""type"":""Point"",""coordinates"":[-82.5497516263532,41.39968314537546]}"
2_106,0,0.2826475759803778,"{""type"":""Point"",""coordinates"":[-82.83298143818546,41.53845349419389]}"
2_108,0,0.6646106425814585,"{""type"":""Point"",""coordinates"":[-82.51267199144785,41.9702235460701]}"
2_110,0,0.28019417344495456,"{""type"":""Point"",""coordinates"":[-81.99165458630284,43.2099103665724]}"
2_112,0,0.06267495263906964,"{""type"":""Point"",""coordinates"":[-86.23379884040155,44.48378400085614]}"
2_113,0,0.1098600542903162,"{""type"":""Point"",""coordinates"":[-86.18106229338879,44.560955761615666]}"
2_114,0,0.14429964261931572,"{""type"":""Point"",""coordinates"":[-86.24772521081783,44.67048783913792]}"
2_115,0,0.285061763527637,"{""type"":""Point"",""coordinates"":[-83.35907040377461,44.468647345751286]}"
2_116,0,0.5103808227799617,"{""type"":""Point"",""coordinates"":[-83.3338951869377,44.51379227492057]}"
2_117,0,0.7254959086493529,"{""type"":""Point"",""coordinates"":[-83.3113427995901,44.58079094438065]}"
2_120,0,0.7668286834766461,"{""type"":""Point"",""coordinates"":[-87.611845360752,44.1259607166234]}"
2_121,0,0.1891935162321151,"{""type"":""Point"",""coordinates"":[-88.51196918450377,44.075392143956215]}"
2_122,0,0.7218949376275317,"{""type"":""Point"",""coordinates"":[-88.61432238570228,44.52956006608322]}"
2_123,0,0.013210948138763223,"{""type"":""Point"",""coordinates"":[-88.49708022414113,42.59892415770597]}"
2_124,0,0.5450554485375515,"{""type"":""Point"",""coordinates"":[-88.16354485945416,42.45349899979339]}"
2_125,0,0.3996446164572869,"{""type"":""Point"",""coordinates"":[-88.91059504126018,42.897944335872545]}"
2_128,0,0.5416000093280636,"{""type"":""Point"",""coordinates"":[-84.73669765488891,44.30072002368604]}"
2_131,0,0.3652264749818377,"{""type"":""Point"",""coordinates"":[-89.7070356256972,35.847867638799634]}"
2_132,0,0.6785274730450801,"{""type"":""Point"",""coordinates"":[-90.4517166711286,35.59894896809926]}"
2_134,0,0.3690227520724362,"{""type"":""Point"",""coordinates"":[-89.69753983029173,36.235082991605125]}"
2_135,0,0.786522978277735,"{""type"":""Point"",""coordinates"":[-89.59797623165892,36.1846666497608]}"
2_136,0,0.13558365316438004,"{""type"":""Point"",""coordinates"":[-88.07447404071785,36.375987127964464]}"
2_137,0,0.5512543581978537,"{""type"":""Point"",""coordinates"":[-93.9242243738135,31.87905258454012]}"
2_139,0,0.4685825315740735,"{""type"":""Point"",""coordinates"":[-94.10637590432954,32.70986245365454]}"
2_141,0,0.48201545346838004,"{""type"":""Point"",""coordinates"":[-91.16842336193984,43.04105752134797]}"
2_142,0,0.3134826419429547,"{""type"":""Point"",""coordinates"":[-91.16551428595841,43.360674553689705]}"
2_143,0,0.35973448390834295,"{""type"":""Point"",""coordinates"":[-91.26610573169337,43.65881115179257]}"
2_144,0,0.71724398598387,"{""type"":""Point"",""coordinates"":[-91.31630968184436,43.927044580897686]}"
2_145,0,0.47706621375295966,"{""type"":""Point"",""coordinates"":[-94.26290961918188,44.32263923515466]}"
2_146,0,0.13475808925882982,"{""type"":""Point"",""coordinates"":[-93.87838813480688,44.253825651365595]}"
2_148,0,0.6929080060609395,"{""type"":""Point"",""coordinates"":[-93.6757455618607,44.20811557528741]}"
2_150,0,0.7373152423648547,"{""type"":""Point"",""coordinates"":[-93.80625662988393,44.183680641031685]}"
2_151,0,0.7447982851622394,"{""type"":""Point"",""coordinates"":[-95.13443050911974,43.4756082313806]}"
2_152,0,0.6560520807996704,"{""type"":""Point"",""coordinates"":[-96.74506900418707,45.47924726100026]}"
2_153,0,0.21432702442112161,"{""type"":""Point"",""coordinates"":[-96.7066751800099,45.42903569658962]}"
2_155,0,0.5986225360323133,"{""type"":""Point"",""coordinates"":[-95.71501026648494,45.8494701752686]}"
2_156,0,0.47312358041110303,"{""type"":""Point"",""coordinates"":[-95.38030754608738,45.93571233172456]}"
2_158,0,0.26428700553282347,"{""type"":""Point"",""coordinates"":[-96.9814909758381,33.47201653788547]}"
2_160,0,0.1682895555262196,"{""type"":""Point"",""coordinates"":[-97.16228312038962,33.02425517351641]}"
2_163,0,0.0968469616879527,"{""type"":""Point"",""coordinates"":[-95.72696350702626,32.926776608001255]}"
2_164,0,0.04387050265764714,"{""type"":""Point"",""coordinates"":[-84.99770806179387,39.51853380923531]}"
2_165,0,0.42320683108765866,"{""type"":""Point"",""coordinates"":[-88.23529188335645,37.45504609925795]}"
2_166,0,0.37924188690389615,"{""type"":""Point"",""coordinates"":[-85.09876717968164,31.63058321346156]}"
2_167,0,0.42897361346250706,"{""type"":""Point"",""coordinates"":[-95.21400666424167,33.0498417147944]}"
2_168,0,0.27060179809214724,"{""type"":""Point"",""coordinates"":[-88.28207518229397,36.96404255722956]}"
2_169,0,0.5237554622501934,"{""type"":""Point"",""coordinates"":[-89.12764511838196,37.75040143658472]}"
2_170,0,0.24060720527224166,"{""type"":""Point"",""coordinates"":[-89.00675538061874,38.18968801297771]}"
2_172,0,0.42233281875233974,"{""type"":""Point"",""coordinates"":[-95.55541084125487,36.66565376757437]}"
2_174,0,0.23271310357363395,"{""type"":""Point"",""coordinates"":[-90.37347658962311,38.284173000442934]}"
2_175,0,0.7716303136317089,"{""type"":""Point"",""coordinates"":[-89.23370792322862,38.789948853176874]}"
2_176,0,0.7579370551567821,"{""type"":""Point"",""coordinates"":[-80.60968165767416,40.33503464068159]}"
2_177,0,0.49025170550341457,"{""type"":""Point"",""coordinates"":[-82.37590804974907,40.765112634966975]}"
2_178,0,0.5437425407361367,"{""type"":""Point"",""coordinates"":[-82.35017885899144,40.64187090095889]}"
2_181,0,0.5375080849478241,"{""type"":""Point"",""coordinates"":[-82.88044096551857,40.12188020729884]}"
2_182,0,0.21911843165914757,"{""type"":""Point"",""coordinates"":[-84.05020173369138,39.851669748585955]}"
2_183,0,0.2533149485601538,"{""type"":""Point"",""coordinates"":[-83.22998245937822,39.623919313834826]}"
2_185,0,0.17533223633394535,"{""type"":""Point"",""coordinates"":[-85.19011050137243,38.68783036678437]}"
2_186,0,0.6141313244146921,"{""type"":""Point"",""coordinates"":[-85.56152699698123,38.44908590895261]}"
2_187,0,0.4907091941650631,"{""type"":""Point"",""coordinates"":[-86.12797845265983,38.01396170744429]}"
2_189,0,0.5635429745133126,"{""type"":""Point"",""coordinates"":[-90.3553441069688,42.19102928888229]}"
2_191,0,0.3837481711041455,"{""type"":""Point"",""coordinates"":[-91.1642837116588,33.431197052733395]}"
2_192,0,0.12308094015274373,"{""type"":""Point"",""coordinates"":[-91.17940662616427,33.09451157433169]}"
2_193,0,0.7060673716883166,"{""type"":""Point"",""coordinates"":[-91.44911540064643,31.639860749485216]}"
2_194,0,0.3234760110599689,"{""type"":""Point"",""coordinates"":[-95.06036627056513,45.24148530405729]}"
2_195,0,0.37810903796840345,"{""type"":""Point"",""coordinates"":[-87.65492928029347,37.82028636609258]}"
2_196,0,0.6192030304704106,"{""type"":""Point"",""coordinates"":[-90.54610929100124,34.67195737125168]}"
2_197,0,0.775834302518449,"{""type"":""Point"",""coordinates"":[-90.53689088174549,34.749177317377885]}"
2_199,0,0.05220937943286452,"{""type"":""Point"",""coordinates"":[-88.93204488697461,43.05969500270681]}"
2_200,0,0.7786953895706125,"{""type"":""Point"",""coordinates"":[-97.83567252282319,32.50223445867705]}"
2_201,0,0.015325738160013702,"{""type"":""Point"",""coordinates"":[-80.9984332848289,41.031663664946436]}"
2_203,0,0.618614480138297,"{""type"":""Point"",""coordinates"":[-81.42242594704157,31.232915541525227]}"
2_204,0,0.16568654883244027,"{""type"":""Point"",""coordinates"":[-81.41006632790095,31.324463026043297]}"
2_205,0,0.40979296309425217,"{""type"":""Point"",""coordinates"":[-81.5446488474322,31.3836775740389]}"
